"x","y","z"
799,5097,7
461,2487,31
240,2328,13
1351,3763,29
1183,2996,20
927,4326,24
660,1875,29
1274,3332,6
1350,4507,6
1335,2672,31
1350,4784,24
1017,936,27
303,1502,13
805,2038,15
1223,2118,12
1193,4165,32
244,4750,18
1096,2110,17
339,3660,19
445,2454,16
961,4688,33
335,5174,14
888,1685,24
1059,1825,13
270,3699,32
386,1182,12
1464,211,6
497,2586,28
256,2125,19
329,2310,11
487,2750,10
527,4889,5
540,4737,20
758,4563,8
276,2552,15
1124,2477,23
1304,4882,31
203,5141,13
471,4326,29
380,5101,24
1121,1144,19
1155,3683,29
180,1596,17
551,1134,11
1360,4811,24
912,2710,32
1312,4652,14
1258,5047,16
1260,3447,17
1445,2189,13
249,4568,22
759,2392,7
289,4807,15
1092,2453,23
1235,2175,17
1344,2328,15
1106,1684,14
65,5406,18
1274,2107,26
1365,4565,23
1210,1560,21
420,1096,9
322,1913,19
635,3165,20
420,4062,26
876,405,5
495,1179,12
699,3538,8
516,1244,19
277,3936,22
261,4756,21
427,4512,23
371,1758,27
725,5081,7
791,2031,13
912,863,9
569,1233,14
525,3185,10
544,4630,16
1338,3906,14
1194,1966,24
1395,4908,14
213,1413,32
646,3573,30
1242,5064,26
175,4791,17
1182,4506,19
199,3122,25
958,4720,21
123,1312,26
144,1954,6
386,1370,19
130,4176,15
82,4648,14
469,4650,16
640,4737,18
661,1673,25
1216,4219,10
570,1392,9
1094,2383,18
370,993,27
999,4828,14
1384,1745,18
360,4899,20
1128,2518,10
1233,4409,8
353,4489,28
1241,4432,20
140,4766,14
926,4518,7
353,700,12
1411,4564,25
989,1461,7
1196,4558,34
288,3274,16
507,4454,20
695,1070,10
1343,4848,8
1102,4918,12
845,5088,23
852,2204,20
219,4133,29
1099,3489,23
949,3810,22
700,3526,20
910,678,13
1035,3413,17
83,896,27
1250,3579,19
1005,4746,26
1128,2568,29
572,1032,27
378,4780,15
1218,4761,27
1327,3368,11
1208,4527,10
421,3102,26
1394,1920,25
1143,2820,19
978,3909,13
1118,3250,20
1000,563,23
1015,1940,19
1142,1791,13
218,2356,32
1073,3688,8
1390,314,13
1238,1303,15
1160,4368,23
376,880,15
781,1865,20
402,1157,18
432,2620,34
322,4804,32
1283,1579,11
142,1652,8
1105,244,8
250,3837,27
643,1906,27
311,4100,15
908,2053,22
486,1892,22
1253,4318,14
1220,4998,27
1185,2256,19
530,3558,33
984,1558,18
814,1881,12
714,2699,11
651,678,15
74,4816,27
1410,2940,17
1236,3816,20
80,2110,26
647,1774,19
756,644,20
1000,2930,11
423,4206,14
444,1292,21
617,1599,7
1368,2341,6
882,5083,12
225,1244,32
706,1441,24
874,2687,30
1397,3555,28
1296,3979,32
901,3598,22
150,4834,17
164,4885,20
782,1245,7
518,3346,9
561,2904,12
1235,2867,7
227,4551,22
733,2686,23
505,2344,22
719,1075,22
1372,839,11
1032,4495,8
721,2330,26
1169,2598,29
486,4119,22
1226,3828,7
287,5177,13
1053,3340,9
1137,3846,25
375,2225,6
337,3924,20
841,742,10
1280,2447,22
765,300,6
824,1722,13
809,2722,15
1302,1599,21
845,2901,7
1274,3997,32
808,2741,27
821,2670,24
854,1562,9
144,2943,16
282,5229,17
493,1194,20
636,650,17
487,2145,25
685,1796,31
699,3094,9
1127,4112,14
1298,1261,10
76,4604,33
303,4617,19
693,3365,22
950,3412,33
432,5317,7
329,3666,8
1295,2188,12
1128,2286,7
1028,5083,7
404,4209,33
193,4942,8
710,4582,33
1008,2069,35
281,3394,9
199,4926,20
1285,3674,26
327,659,18
1005,1550,33
607,1994,28
122,4725,9
604,928,6
615,988,24
1409,3187,16
306,4779,22
337,4001,33
782,5087,31
1306,3961,31
1374,2432,28
272,3676,14
1102,2325,15
303,5118,13
229,2058,29
154,1863,18
110,3060,10
743,3219,5
687,3026,26
502,2829,10
1369,1346,9
119,1967,20
1347,5083,23
107,5250,31
279,1344,6
1246,3937,14
596,4945,27
632,2555,13
202,694,11
260,4791,26
1405,2819,26
988,3802,18
892,2223,28
599,1498,19
241,4786,14
233,3108,29
1172,1042,13
134,2030,24
1182,2034,34
1392,4455,33
356,4952,30
1120,1827,9
916,1399,11
335,4326,33
529,1970,24
1356,2773,19
936,828,6
382,1490,13
982,4301,16
1436,606,9
455,3301,27
524,4229,18
1048,2208,14
582,2900,18
662,2305,14
1096,4029,23
295,1975,26
762,1704,7
866,421,7
658,3168,30
83,1684,26
195,5265,10
686,2948,27
1051,4428,13
436,3788,18
221,1450,26
267,872,28
1078,1395,8
92,2350,15
793,2221,18
1056,4329,20
826,4752,6
207,2828,20
242,1289,24
258,1862,25
1044,2890,30
162,4117,32
807,4923,21
1226,496,31
833,2928,13
1161,2779,7
525,3887,15
1244,3273,31
423,2613,13
696,1790,32
297,1578,8
305,2927,11
636,605,6
305,843,22
1202,1787,10
214,1859,34
503,969,23
1186,3329,22
377,1783,25
309,3992,28
805,2596,15
125,4383,23
684,4081,27
892,2446,10
274,2245,26
973,2358,12
189,2911,10
956,1313,20
730,2682,12
620,3037,12
329,4741,24
113,5420,26
1025,5032,26
713,3088,7
591,1659,10
194,4255,17
1236,3480,26
922,1052,12
271,3332,33
495,2582,12
950,527,8
442,1717,22
1153,412,10
72,2219,21
903,444,12
595,1837,11
685,2024,13
995,2983,18
97,4766,21
288,3700,33
494,1085,15
1210,4520,16
475,3730,18
1272,348,10
1138,3525,10
972,4210,13
333,3938,20
574,1848,28
1093,4361,9
330,1218,10
1215,2409,22
1209,689,6
963,1554,31
1068,2782,23
214,1254,24
1167,571,9
736,3769,14
97,4926,26
1437,1654,12
320,4877,25
430,2436,24
1433,4056,18
1168,5043,8
468,2950,13
845,1928,26
1180,2839,5
1201,3242,21
970,1307,9
918,2114,20
988,4945,6
1132,4984,27
520,4100,9
1298,4956,7
278,3676,21
1149,4335,8
156,4814,7
300,2304,21
1237,1329,19
161,1936,11
1040,4559,22
435,4160,32
946,2638,15
1109,3592,16
1333,2376,17
1223,3218,34
88,1834,26
260,1375,8
970,3371,13
1452,1055,12
410,1494,19
1066,2408,10
528,2209,13
258,3555,13
606,4210,32
842,4568,10
352,1208,15
480,3240,7
1232,1560,28
1054,2526,9
180,3801,33
1439,2156,11
953,2444,30
239,1120,7
942,4003,6
620,2559,6
604,2981,15
292,1990,27
1003,2614,7
1261,3940,23
652,1358,28
883,2502,34
105,2488,22
408,1073,9
808,2037,28
1181,2285,8
719,2423,12
1457,260,23
974,3145,32
345,2284,8
467,3152,7
1466,1095,11
367,3835,20
313,1851,7
134,3672,15
586,539,13
1013,1316,29
452,4291,23
789,2608,18
1318,2182,18
373,3390,30
267,4999,14
1082,2394,20
429,3392,32
350,812,16
633,1563,7
1228,4354,31
1417,328,16
1132,5100,11
1409,406,9
671,3351,30
1106,2254,34
1230,4287,31
220,1436,31
1079,3354,29
1363,5043,11
584,3019,32
1082,4973,34
825,4752,31
1245,1424,13
950,4538,10
1117,1152,30
605,3060,18
608,2145,23
211,1866,27
939,3713,14
1047,4698,12
332,4320,31
1049,2506,16
681,1405,15
913,4898,7
1277,4043,30
692,3454,25
1340,2428,8
1369,4150,11
1022,2440,30
802,2524,22
1145,3711,25
616,4095,32
751,2335,22
1184,2008,34
251,4143,26
1151,4868,20
1378,2157,23
1416,3489,6
418,4980,12
702,690,9
1141,608,9
584,2436,10
1360,4571,20
811,1749,10
1350,4684,23
1254,5004,10
1080,3061,29
476,3331,8
1066,4508,23
932,692,16
1070,2520,6
1340,4487,12
573,2084,32
94,3106,24
452,4260,18
908,248,11
1412,4934,28
841,2343,7
435,608,10
498,2243,30
364,3660,26
901,928,11
1270,4670,31
349,4841,8
1029,4426,32
208,1702,10
794,1559,18
991,1543,31
686,1805,18
1145,2765,27
687,3442,15
127,4938,20
495,4830,10
409,2214,22
946,4536,24
1278,1866,11
698,1806,29
152,4812,25
579,3749,20
140,5050,20
1007,2468,28
1274,3990,19
1034,4884,7
401,3268,19
578,3632,9
504,3877,31
1257,1120,30
488,1396,30
83,3598,14
1164,4036,13
1364,3639,13
367,3746,19
1110,1222,25
340,4851,14
962,4549,15
758,1335,23
996,923,13
504,2688,5
1284,1436,15
744,4030,21
962,3517,12
943,2712,18
83,5082,8
777,1326,9
377,3094,6
362,4250,11
51,5286,20
1320,5008,29
85,1908,24
1368,1198,18
704,3216,19
470,5230,12
562,2501,32
306,2088,28
198,799,15
1065,1878,7
1413,2472,7
1212,3667,28
914,4954,17
1006,1809,29
946,4045,6
538,4846,8
560,2963,29
1179,1727,19
618,3893,29
1128,3921,26
1090,318,23
830,3323,16
1190,622,13
463,4265,24
633,1866,23
1346,512,8
1054,1866,7
931,2308,27
1439,2037,6
485,3262,17
1400,2708,24
536,3063,16
189,2590,7
1239,4605,31
1347,1404,31
1268,4532,11
1173,2864,22
1189,4945,16
261,4104,23
896,4761,20
1186,454,6
1166,4379,31
94,3565,7
254,4574,24
952,1036,9
878,1701,15
458,3539,10
1337,4438,28
1249,932,19
140,1360,21
568,2244,9
985,2539,26
1046,3789,10
210,4720,31
540,902,15
346,934,12
1232,1430,32
157,1621,10
1272,3440,20
1144,3891,32
1381,3960,6
1042,4322,26
676,3859,6
572,3427,34
1382,3750,18
1240,4908,6
1024,3061,6
175,2972,21
503,2651,6
303,4446,9
533,1331,23
1218,1830,20
192,4970,29
159,2059,13
1357,1236,7
254,4202,24
1087,3622,17
544,2767,14
758,941,16
324,4847,12
1016,3107,10
299,3245,33
549,1187,22
619,1779,18
1371,3085,22
876,3258,28
1390,4470,25
1215,2864,24
899,626,10
938,4883,20
301,3238,28
327,3548,19
652,4322,22
591,4004,26
1366,4223,10
358,3476,6
160,2594,16
264,4841,25
1325,2597,9
983,3432,11
1367,682,22
1054,2681,24
622,1333,10
818,3612,19
1324,3227,13
1303,4307,9
1050,4566,6
1137,2383,6
138,4077,25
375,3867,6
1413,3250,28
1298,4736,19
91,4198,15
502,3385,29
136,2009,27
1470,881,22
970,945,6
228,4123,21
526,1853,24
980,1126,28
112,4335,13
752,2488,22
1382,4852,22
1018,1854,6
1249,4854,8
971,3429,13
659,841,10
1052,879,12
181,2494,15
245,4236,28
338,4582,12
925,3961,6
641,4018,25
1360,3562,29
1155,1139,34
365,3961,26
390,571,17
686,1263,21
1419,632,16
1153,2198,31
190,1926,30
633,2560,34
1236,1658,19
93,4186,30
297,4535,19
399,1144,11
909,1979,28
974,1062,17
1256,975,16
1305,567,10
1070,4880,16
454,2819,33
788,1530,12
1417,3750,12
123,4122,22
1060,1254,22
748,2950,18
422,1135,9
682,3948,32
952,1044,18
1355,1598,27
589,2824,7
119,2607,24
953,2202,25
307,2342,31
1345,3159,13
87,2790,18
1112,5004,17
347,3797,10
696,3697,14
1037,2412,6
710,2341,16
987,899,29
601,5002,24
163,4946,20
1302,1911,29
601,4411,11
1068,4434,27
1354,1228,12
1091,2907,26
829,1322,24
1321,1816,30
635,3396,30
1249,4493,19
413,1890,7
1057,4629,20
556,1520,20
596,4988,25
397,1332,13
741,2734,8
1051,3932,21
257,2124,19
970,3762,16
1050,3899,25
990,1185,14
1247,3720,18
186,4873,10
1173,2357,21
255,4823,25
215,2004,18
985,1844,28
1315,1063,7
1213,2068,27
284,2520,12
1415,1875,7
504,2104,24
170,1754,19
241,3214,6
274,1141,14
956,1134,20
488,4908,27
965,4728,18
309,1822,20
1412,4341,9
172,4079,14
1128,3606,15
1129,3821,18
1366,4499,33
565,2076,28
1377,2859,16
1065,3012,31
264,3826,34
427,3115,7
154,4258,27
509,4863,14
355,2286,34
1420,2091,16
716,4205,26
1043,3132,17
583,4032,10
227,2114,8
144,2208,22
289,1179,10
1224,1360,14
362,5298,6
763,1931,25
1263,4935,6
1441,3238,14
1191,3947,24
974,3617,21
1055,3255,24
621,3440,15
534,2863,33
1143,3936,15
1001,2166,8
219,3706,14
422,5325,12
207,2061,8
88,4304,31
1046,4417,12
864,1753,14
345,2552,32
636,992,7
463,5043,6
1366,2086,12
358,3474,6
1004,2932,20
1218,3379,24
1160,1010,28
480,5070,32
561,290,9
1000,3276,14
1070,2984,21
1363,2968,18
540,4075,19
895,4235,27
514,4947,12
1435,2072,12
1415,3507,29
1206,423,6
869,591,17
84,1198,30
1234,4464,27
156,3678,7
374,5286,6
1339,70,15
842,4925,18
1072,4558,26
384,3486,27
174,2969,20
775,366,14
517,3304,31
651,1992,12
826,4138,9
834,4452,29
1230,1321,22
129,920,8
1131,5092,16
527,4405,23
272,2276,27
947,787,12
1390,1817,19
452,3048,32
1079,4433,33
1319,2613,24
256,2535,22
1164,5045,24
635,237,11
190,869,14
1282,4571,24
1347,929,30
1157,4992,11
1126,4264,14
784,4205,31
302,850,29
1289,1892,17
576,2374,10
474,4896,14
871,1239,6
708,1297,17
926,4050,21
570,1112,11
251,3696,31
1079,3327,17
646,4302,29
626,2622,30
155,5390,6
880,3801,8
690,4864,23
704,4626,27
507,895,7
138,1436,23
540,4804,12
1238,4918,16
1173,3956,16
589,996,18
442,4993,32
625,2130,18
405,489,18
1114,3589,8
1104,2688,33
1191,5099,25
357,4820,17
857,3205,9
309,3524,29
78,3724,24
1054,1094,18
883,970,8
650,4509,31
1103,3011,10
108,5242,31
672,4294,29
785,2822,30
309,3740,25
337,3380,29
393,4987,10
589,1393,30
570,5050,15
893,5070,9
336,3505,29
684,1203,27
440,4132,15
922,1107,20
255,2561,16
988,138,12
1151,2350,34
939,2431,16
887,3242,12
647,1692,22
401,4966,30
1347,3239,11
310,4151,10
155,2522,8
1091,5043,32
841,4717,20
1440,566,11
1069,2412,6
732,3432,15
1362,3625,17
168,2365,9
870,4155,33
1000,4025,11
1288,5029,22
134,4013,31
960,3097,7
1332,1183,19
624,5112,33
360,5266,15
143,1652,7
612,861,23
82,2409,33
1350,4108,8
1242,3962,23
549,4477,19
270,4761,21
371,2285,33
752,3266,25
1034,4708,17
223,2018,32
583,1982,19
167,2886,27
1096,278,13
1032,4587,24
501,4969,23
191,5155,22
242,5023,19
1032,4079,27
818,4894,26
1320,3759,29
633,3839,12
404,4756,6
272,3162,27
318,1576,24
1207,2905,15
849,3088,25
106,818,19
448,2353,23
720,1962,24
619,3464,31
371,3755,24
158,4559,6
1345,4721,6
1190,1704,33
760,4871,32
432,3110,11
833,4892,13
710,2921,24
1093,4994,20
1144,1033,7
910,2769,19
1128,2007,23
363,4851,21
1111,4886,29
670,2208,7
450,4278,22
842,3813,12
566,1277,18
539,4262,23
963,1682,7
874,1723,27
374,3901,21
898,2408,12
339,1431,7
144,1529,24
734,3414,30
1215,3722,6
1361,2860,29
143,1173,24
1310,442,19
1009,3150,12
350,3784,5
736,3674,19
723,537,6
1226,3197,22
1054,4419,31
1300,1254,10
760,4036,6
79,3139,21
855,4346,27
894,1239,29
975,2664,9
1370,3150,19
303,4756,20
356,863,24
144,1488,29
1314,3988,13
1379,4798,28
678,1488,21
264,4018,34
829,1393,19
1263,4697,32
828,2209,24
921,4865,22
221,4768,10
563,3379,31
1011,3087,34
1272,3579,12
1392,3520,16
280,4364,15
245,4213,15
1127,4655,33
649,482,6
1127,1462,17
867,3788,13
1320,2051,12
79,4166,21
1439,2210,13
911,1588,32
1122,1229,24
829,3981,19
326,2578,26
1187,1908,15
113,4976,33
1353,1784,14
1296,4492,27
1174,1169,21
641,2979,26
1052,3090,8
418,1116,34
935,1353,8
658,1754,17
1001,2838,18
531,5037,23
300,2319,6
200,3251,27
881,3808,7
689,2375,10
1163,4039,23
583,1456,27
219,2350,10
1173,2153,24
634,4283,34
773,3281,12
207,3156,17
1052,2297,16
1214,3732,14
1128,4597,14
655,4292,7
1061,1003,11
870,3253,10
355,3476,5
506,1674,16
1370,691,23
1349,4974,27
586,2959,15
897,628,10
1198,2728,19
488,5253,7
491,2457,13
519,3285,28
1016,3562,15
960,3497,7
1050,4593,33
334,3190,20
1112,3873,20
957,2374,6
640,1920,12
677,4577,9
1162,1428,11
1218,3076,17
593,1683,9
607,3188,29
718,4958,16
482,738,28
1356,300,19
956,2672,16
1223,3300,7
549,4547,5
462,2366,22
1323,2750,11
138,3722,12
480,1777,23
520,4265,23
457,5173,19
1386,623,13
191,2870,19
430,2094,9
486,2051,6
830,3632,27
332,1890,8
340,2055,6
681,3232,13
580,4682,14
142,2316,18
898,4306,21
990,1044,8
1204,2828,22
1162,4099,24
777,1925,31
1222,1607,19
968,3833,30
67,5091,20
1446,3300,16
488,2148,15
659,1407,15
312,2565,7
781,321,18
212,4053,15
1391,4571,7
1245,3048,22
1031,3946,31
343,818,13
155,4851,32
610,1354,14
825,1597,29
1182,4103,23
1422,1875,6
450,2228,13
470,3796,8
1146,1804,23
1308,1789,31
922,1604,19
790,3471,18
1287,4326,28
709,1571,15
1406,2850,15
1016,1335,10
1226,1644,19
1152,2705,16
1252,568,8
1008,3451,34
117,2780,7
1222,3626,14
1248,944,10
480,2882,16
552,3826,17
357,3092,30
1256,521,8
585,4622,25
1349,3010,28
980,3907,29
371,2365,9
1248,2373,21
984,3368,29
572,1611,19
147,1004,20
679,2205,24
859,4336,8
118,1608,7
839,3643,9
521,4968,19
436,3357,21
626,4706,18
1068,2076,27
1318,1166,8
436,2413,8
116,3288,14
128,3306,10
1358,3124,22
110,2384,28
483,3683,9
983,4301,16
513,4109,26
1410,1790,16
1259,3590,7
682,2604,23
400,2368,30
1156,1988,21
1440,3791,14
83,5500,17
442,4500,30
408,5027,8
239,3870,8
434,5213,30
464,1083,8
933,1431,28
911,3011,29
63,4808,19
868,962,16
1286,5054,25
225,4154,23
1373,962,14
577,1194,18
1416,4774,6
942,1773,18
872,3688,6
1266,4874,20
1345,4060,31
759,1062,9
985,1605,8
530,4664,18
889,3145,16
253,2682,25
1394,4596,8
137,867,18
1186,1939,23
351,3543,24
569,4622,7
521,4123,34
394,3732,34
260,1505,22
552,4572,20
183,4549,13
362,4138,8
282,2462,20
1228,4106,9
1200,4863,34
617,380,16
334,4303,8
1216,1231,13
1282,3066,10
994,2211,25
1120,3173,20
1160,4574,29
303,4593,19
79,4151,32
919,4133,23
506,3879,9
83,4141,14
667,2558,14
1279,4818,28
328,3034,14
1383,2043,27
1290,3222,19
811,1774,6
622,4136,8
428,4721,13
448,2260,26
1307,2498,24
446,5127,35
795,2234,8
668,3419,13
670,3554,18
142,1739,20
1460,910,13
360,3722,30
469,2526,20
278,4789,30
320,711,28
138,1754,8
670,4835,31
1353,1172,10
409,5205,23
886,2294,18
1165,1455,7
513,1624,33
1214,1588,17
852,2645,22
159,1681,29
566,748,7
925,3737,6
1415,3748,10
811,4108,26
258,2339,25
1289,3840,22
534,4687,10
1188,4182,27
315,1217,27
1397,3597,6
648,1795,21
1252,3641,28
792,4919,16
289,1444,15
562,1920,20
338,1890,19
1395,422,16
1368,1578,30
1412,696,12
592,4636,32
871,1573,10
1261,686,17
1191,4702,24
843,1594,17
925,393,23
1321,3230,15
326,5209,13
371,1138,14
1108,3707,24
1004,4442,28
114,5041,7
851,1629,31
774,4949,24
95,4235,22
53,4696,29
1164,695,7
362,3785,21
1180,2720,32
92,4339,15
864,2153,14
202,1571,13
992,2171,34
1271,3963,10
309,1434,25
523,753,6
841,4407,11
197,3858,27
503,4203,12
403,3899,32
1358,1910,23
654,2668,8
973,657,9
402,5334,21
204,4370,30
1019,2580,30
205,4200,8
955,2093,24
150,2617,23
484,1948,15
484,4237,18
309,1814,13
638,1910,25
1069,239,12
1234,4920,21
1157,225,8
815,1628,16
76,4387,6
218,1593,28
346,3750,10
191,4723,25
1456,265,13
571,3000,16
307,3229,30
683,1941,6
53,4219,28
496,4655,31
544,4124,24
49,5343,26
380,1799,31
948,3838,24
704,3032,19
350,5138,16
1187,4667,31
1226,325,12
1122,1430,11
1123,865,15
517,4989,34
966,4684,6
814,2926,6
1022,1862,17
278,3970,18
1147,2739,8
953,3320,27
662,3270,28
216,4824,19
418,3177,22
241,5061,26
605,4656,24
1321,2549,20
1072,746,19
1148,4558,29
702,2341,25
380,1264,13
256,633,8
380,3640,34
118,4188,21
107,4616,32
818,3415,9
637,4736,11
983,2790,17
366,1753,20
788,1903,11
548,3393,14
741,2965,7
412,3736,6
301,3278,28
646,1356,17
814,3979,15
1253,3942,27
287,2524,22
601,3954,20
584,5060,16
1353,2055,24
93,3030,34
926,1790,23
482,5010,28
205,4050,32
397,4996,8
425,3386,8
807,3833,7
820,2713,21
1264,1591,15
1351,1449,7
464,4792,15
265,4555,10
1194,4947,33
463,4710,21
353,1493,23
669,667,17
1306,1973,22
1153,3008,18
305,1529,20
621,2987,16
1060,3634,31
339,2636,34
177,3168,28
984,2486,24
1166,3018,17
857,2171,19
597,2422,8
654,3325,23
559,1348,30
965,3807,11
626,4234,20
1058,2453,25
790,4992,21
726,1535,20
1270,1990,31
347,3334,31
1069,2098,29
984,2412,29
1308,4591,8
1413,5088,24
73,2210,23
631,1855,20
1255,5054,26
970,2438,20
1335,4921,34
1136,4074,10
352,3168,24
480,4768,21
968,1522,14
929,3434,26
887,4991,34
1222,3280,30
1431,2763,25
747,1597,20
1026,2436,27
198,1546,7
1308,4063,6
147,3683,15
499,2941,29
449,5293,33
369,5010,27
533,3910,13
1068,4315,16
620,1318,10
311,4862,32
1088,4066,27
1224,2525,27
940,3988,9
1215,1813,6
1198,753,9
250,4191,17
132,1582,30
970,1332,6
945,2288,8
1182,2138,26
1206,292,7
256,1470,9
732,2074,34
793,3324,24
1022,4081,30
1131,4504,12
424,4236,14
924,2413,20
640,3788,22
214,2016,15
641,2007,17
509,3454,24
248,1698,12
335,5365,24
186,1585,33
952,1580,7
742,303,9
213,1895,12
710,4100,15
420,4154,16
984,4248,26
1037,4370,17
1383,101,13
199,3730,18
868,2709,12
702,4435,19
1194,3221,24
122,3760,17
467,4980,15
907,2446,10
339,611,29
918,4738,20
1192,3343,5
687,3053,18
706,1500,13
829,3066,12
618,3139,30
200,4822,33
1366,2232,22
1195,4091,17
538,4712,18
160,4360,10
920,1629,20
1219,3155,9
115,3156,24
1391,2696,22
276,4720,22
1272,4846,10
1441,633,22
783,1461,27
538,4851,21
878,1224,18
756,3080,33
1099,1829,8
762,1478,6
131,4884,31
460,5239,20
185,941,28
1278,3502,8
734,1704,23
828,1721,15
326,4441,26
318,3301,14
720,3308,30
746,1971,34
1166,2711,10
591,3130,21
1031,3975,12
178,4207,17
305,1459,9
374,2074,14
411,3156,15
68,4172,7
291,5366,12
1065,3400,27
929,827,13
351,1487,27
1398,4045,27
245,1494,14
152,4124,11
936,2027,18
374,1269,6
377,3710,26
627,1426,20
498,4150,18
1139,4548,17
967,1846,17
869,4700,20
1253,2104,18
466,1879,25
393,2230,6
708,3315,20
840,2175,25
941,1861,14
552,1371,9
505,3185,8
285,4082,30
942,1696,24
493,2898,30
971,1066,13
58,2935,25
565,904,14
1410,4080,29
177,2037,20
766,4076,15
1168,4278,7
1358,1638,9
989,899,31
797,1698,14
863,3035,27
794,3412,17
1236,3749,26
965,4203,19
829,2339,33
405,3447,24
137,4091,11
612,533,24
820,3980,11
1216,3258,23
1235,2815,17
516,4100,23
155,5220,8
1390,3182,23
140,4428,11
668,4209,12
828,1814,22
982,1556,6
1281,4451,29
1168,1190,29
970,5102,31
360,4554,21
426,3148,6
1260,3207,14
602,2092,20
703,1996,13
1248,4728,20
1117,2305,20
881,1226,17
869,3122,26
1349,2428,7
826,4486,15
602,4248,21
1292,3965,11
690,4545,18
145,3693,23
1402,3624,23
1303,3816,10
148,2605,18
1372,2227,11
280,2075,10
1048,2429,11
446,1247,33
347,1640,34
497,5230,7
191,4785,12
707,1524,29
1293,4288,10
486,2297,8
636,3290,14
389,3777,18
650,4958,27
430,2852,25
1034,2062,11
868,1881,28
1198,1238,13
440,1539,7
801,2915,17
507,2342,9
230,4793,24
1160,4548,28
1073,2842,6
918,2372,7
1212,3065,19
1259,3210,11
391,5168,14
512,4648,21
680,2812,10
1136,1946,11
1117,4713,9
874,3051,34
1159,3174,12
868,4495,8
1016,563,6
265,5108,6
130,4312,8
64,5152,8
856,1393,24
515,1889,24
316,1364,17
1192,4376,32
776,1941,13
857,4520,10
311,2167,30
1252,4361,23
780,2993,27
805,1893,32
279,4157,16
1231,1079,22
988,3524,29
1270,176,21
1113,1627,27
1116,2239,26
1436,2619,7
442,2425,16
934,1145,19
656,1976,24
1055,2793,21
807,4844,34
180,4915,28
333,5112,15
143,1174,22
53,4390,31
1054,2496,6
177,4750,31
618,1611,18
373,3654,20
1235,4597,32
726,1231,24
557,1959,23
765,3952,12
656,4783,19
254,5168,35
74,4332,32
1268,1293,29
582,3991,6
1245,3798,22
160,1386,33
497,3721,19
478,4948,18
664,2190,31
1048,1859,9
989,320,15
550,3966,10
523,4207,23
1080,2862,21
1341,2430,22
218,1632,11
853,3662,12
576,3829,17
893,1463,21
996,3781,34
830,2738,32
513,3506,33
711,3391,20
1281,3733,15
842,4752,21
1140,4313,8
451,969,22
1043,3090,23
220,3410,10
357,3870,20
166,2978,17
1118,3213,19
1364,862,28
620,4366,27
250,1668,22
1101,2283,30
812,3128,24
800,1629,24
891,1393,10
1022,918,23
336,4577,20
517,3868,33
921,2840,34
154,849,25
593,3171,7
197,3213,10
1285,3218,27
875,4170,17
512,4672,21
326,3831,25
452,3234,24
1197,1791,18
787,3643,16
165,5386,6
322,4412,34
808,3429,22
1070,1203,20
520,1817,12
1067,2362,16
847,848,23
839,4399,11
973,3416,9
400,1570,12
139,1426,27
500,1623,32
1146,4974,33
1056,3381,15
1146,1404,27
244,4174,31
669,1358,27
1039,1080,19
306,2347,29
960,1902,18
800,3361,11
516,1428,18
205,3769,28
102,4190,7
766,1045,7
1028,2959,30
252,4410,21
323,3067,8
761,1407,6
794,3571,19
1252,1952,31
1273,3384,18
1345,3054,27
1282,543,10
807,2011,24
982,5091,21
1029,2482,29
754,3950,32
1015,1582,11
896,3968,9
394,2994,8
1302,3569,8
304,4757,15
1324,2512,6
527,746,18
342,3300,19
149,1766,7
178,4956,7
55,2211,33
201,2824,25
1033,4823,29
1340,3604,32
1388,5041,31
591,1334,5
121,4885,13
224,3552,28
1184,4577,13
968,2554,27
206,3560,29
784,2535,13
484,1369,21
460,2929,24
202,1965,20
1068,4605,9
92,3773,19
335,1262,13
784,4592,14
277,3671,22
1188,1802,7
1038,3488,15
1343,4086,15
582,1356,25
381,3993,20
626,1671,29
414,2213,22
1108,4543,22
333,5358,26
816,2814,34
108,1609,12
956,1722,13
904,1529,8
1172,4456,17
517,4265,20
62,1468,27
1318,2442,10
1044,2565,23
766,2380,30
830,5100,29
559,3825,33
900,1593,10
1174,4036,28
1159,184,6
1195,3483,8
713,706,15
1338,2907,29
1291,1016,15
536,3820,32
1154,4956,11
164,4360,9
727,1576,29
1428,1653,10
624,4742,26
656,3609,32
984,2368,7
943,4982,20
956,4722,21
1034,2785,27
1358,3381,31
1005,4306,8
349,2454,33
588,3166,13
526,3286,22
1106,4472,6
392,3980,6
1198,1479,10
109,5089,30
555,3772,33
781,4741,20
881,1136,10
574,2500,14
582,1287,10
1045,4835,32
982,2280,15
1164,239,11
580,3914,32
1263,3832,8
313,3210,23
1352,4834,27
128,1706,20
126,2396,25
262,3056,17
832,3510,14
1243,2228,31
328,4402,19
1338,4362,15
742,4733,32
362,2251,26
1196,3712,26
1353,2281,22
1170,1131,14
100,4259,23
939,3817,25
72,4399,32
171,4713,21
660,3481,19
1400,3233,30
1115,3994,15
1006,2305,9
804,3145,32
1453,917,22
1446,3632,16
377,1062,7
343,2686,29
1137,4009,13
1327,705,16
1376,1788,9
316,2255,11
116,4883,15
639,2028,27
371,3026,11
1353,4982,27
1160,3797,10
354,1222,11
729,2446,18
344,2458,20
170,4374,20
451,1937,10
710,1527,9
952,4897,17
480,4201,19
1009,1808,25
226,1279,27
1182,491,15
996,1469,24
1229,3432,30
